train_no,train_name,zone,source_station,destination_station,current_station,day_of_week,month,festival,weather,temperature,humidity,visibility_km,rainfall_mm,track_congestion,station_congestion,previous_station_delay,average_route_delay,distance_from_source,distance_remaining,train_priority,locomotive_type,maintenance_flag,delay_minutes
12627,Karnataka Express,SWR,NDLS,HWH,AGC,Friday,2,None,Rain,25.7,78,12.7,101,Medium,Low,26,5,166,86,Rajdhani,WAP-5,No,38
12622,Tamil Nadu Express,SR,PRYJ,AGC,NDLS,Friday,9,None,Cloudy,18.1,86,8.9,0,Medium,Medium,27,0,1623,1147,Express,WDP-4D,Yes,27
12627,Karnataka Express,SWR,HWH,BCT,MAS,Sunday,2,Eid,Clear,35.2,33,0.7,0,Medium,High,8,19,439,846,Rajdhani,WAG-9,No,45
12627,Karnataka Express,SWR,BPL,KOTA,HWH,Saturday,3,None,Clear,12.0,97,13.6,0,High,Low,0,14,1271,1575,Rajdhani,WAG-9,Yes,22
12138,Punjab Mail,CR,NGP,SBC,CNB,Wednesday,6,Chhath,Clear,16.4,72,14.3,0,Medium,Medium,26,7,497,1586,Rajdhani,WAP-5,No,41
12001,Shatabdi,NR,MAS,AGC,MAS,Saturday,12,None,Cloudy,17.6,81,2.9,0,Low,Medium,0,11,1067,1424,Express,WAP-5,Yes,11
12951,Mumbai Rajdhani,WR,MAS,SBC,KOTA,Thursday,1,None,Clear,43.5,46,0.5,0,Low,Medium,9,16,464,1633,Express,WAP-5,Yes,17
12001,Shatabdi,NR,CNB,NDLS,CNB,Tuesday,1,None,Clear,,40,9.8,0,Medium,Medium,0,2,1725,1002,Rajdhani,WAG-9,No,2
12001,Shatabdi,NR,BCT,BPL,LKO,Thursday,4,Chhath,clear,22.5,92,4.1,0,Low,Medium,0,21,124,1670,Vande Bharat,WDP-4D,No,29
12627,Karnataka Express,SWR,HWH,BCT,AGC,Thursday,12,None,Clear,38.9,34,13.6,0,Low,Medium,15,6,1333,946,Freight,WAG-9,Yes,21
22436,Vande Bharat,NR,CNB,NGP,PRYJ,Friday,2,None,Clear,10.0,66,5.2,0,Medium,Medium,0,0,1550,141,Mail,WAP-5,Yes,0
12951,Mumbai Rajdhani,WR,BPL,NDLS,NDLS,Tuesday,10,None,Rain,43.0,65,4.7,62,High,Medium,11,16,1356,623,Passenger,WAG-9,Yes,44
12301,Howrah Rajdhani,ER,CNB,LKO,BCT,Monday,11,None,Clear,18.6,38,3.0,0,Low,High,1,7,474,1800,Rajdhani,WAP-7,No,10
12627,Karnataka Express,SWR,BPL,HWH,LKO,Sunday,7,Chhath,Clear,19.4,58,8.1,0,High,High,0,12,1583,364,Rajdhani,WDP-4D,Yes,38
12622,Tamil Nadu Express,SR,LKO,NDLS,BPL,Friday,11,None,Rain,44.0,35,11.0,70,High,High,11,0,426,1336,Freight,WDP-4D,Yes,38
12622,Tamil Nadu Express,SR,AGC,LKO,SBC,Sunday,9,None,Cloudy,39.6,57,9.7,0,Medium,High,0,11,1599,939,Passenger,WAG-9,No,21
12627,Karnataka Express,SWR,NGP,LKO,HWH,Tuesday,5,None,Storm,9.4,22,8.4,0,Medium,High,0,13,214,669,Freight,WAG-9,No,23
12138,Punjab Mail,CR,LKO,NDLS,BCT,Tuesday,6,None,Cloudy,35.6,64,13.0,0,Low,High,5,14,603,899,Freight,WDP-4D,Yes,29
22436,Vande Bharat,NR,HWH,KOTA,BPL,Saturday,5,None,Storm,15.1,36,14.6,0,Medium,High,2,4,863,1280,Express,WAG-9,Yes,8
12138,Punjab Mail,CR,NDLS,CNB,PRYJ,Thursday,5,None,Cloudy,36.3,25,5.0,0,Low,Medium,9,0,1707,1742,Passenger,WAP-5,Yes,9
22436,Vande Bharat,NR,SBC,AGC,HWH,Tuesday,3,None,Fog,13.5,81,0.4,0,Low,Medium,12,9,1431,1068,Vande Bharat,WAG-9,No,40
12138,Punjab Mail,CR,LKO,CNB,HWH,Tuesday,3,None,Clear,38.2,22,12.4,0,High,High,15,8,1024,954,Vande Bharat,WAP-7,Yes,41
22436,Vande Bharat,NR,KOTA,NGP,BPL,Wednesday,9,None,Cloudy,24.3,93,13.1,0,High,High,13,12,159,356,Mail,WDP-4D,No,35
12627,Karnataka Express,SWR,NDLS,KOTA,BCT,Friday,11,None,cloudy,25.7,87,6.6,0,Medium,Low,0,17,1475,1286,Passenger,WAG-9,Yes,17
12951,Mumbai Rajdhani,WR,KOTA,BCT,HWH,Monday,10,None,Rain,23.8,22,9.4,64,High,Medium,1,14,83,1388,Passenger,WDP-4D,No,26
12951,Mumbai Rajdhani,WR,SBC,KOTA,LKO,Friday,4,None,Clear,23.7,74,1.1,0,Low,Medium,5,8,567,1386,Freight,WAP-5,Yes,5
11057,Amritsar Express,CR,BCT,MAS,NDLS,Wednesday,1,None,Rain,31.3,38,7.8,39,High,Medium,5,2,1679,1608,Mail,WAG-9,No,29
12001,Shatabdi,NR,PRYJ,NDLS,SBC,Sunday,4,None,Fog,44.0,94,14.3,0,Medium,Low,29,5,1706,169,Mail,WAG-9,Yes,74
12622,Tamil Nadu Express,SR,MAS,BCT,MAS,Saturday,1,None,Clear,16.2,41,4.5,0,Medium,High,7,2,1687,107,Rajdhani,WAP-5,Yes,19
12301,Howrah Rajdhani,ER,SBC,BPL,MAS,Wednesday,12,None,Clear,32.2,77,8.6,0,Medium,Medium,17,5,1256,1187,Freight,WAG-9,Yes,14
12138,Punjab Mail,CR,BPL,BCT,PRYJ,Monday,10,None,Rain,35.9,78,10.7,4,Medium,Low,5,9,751,1521,Freight,WAG-9,No,39
11057,Amritsar Express,CR, HWH ,BPL,NGP,Tuesday,1,None,Storm,35.1,92,0.9,0,Low,Medium,8,14,1015,1770,Mail,WAG-9,No,22
12951,Mumbai Rajdhani,WR,KOTA,NGP,NGP,Wednesday,4,None,Clear,14.0,,2.5,0,Low,Medium,0,5,60,1658,Passenger,WAP-7,Yes,0
12627,Karnataka Express,SWR,BCT,SBC,KOTA,Saturday,2,Chhath,Clear,37.3,90,2.4,0,High,Medium,0,12,1536,798,Mail,WDP-4D,Yes,28
11057,Amritsar Express,CR,HWH,NGP,KOTA,Sunday,9,None,Cloudy,19.2,57,6.0,0,Low,Low,15,3,1485,1239,Mail,WAP-5,Yes,18
11057,Amritsar Express,CR,PRYJ,NGP,SBC,Tuesday,12,None,Fog,10.8,21,6.3,0,Low,Medium,4,11,146,1276,Mail,WAP-7,No,54
12138,Punjab Mail,CR,MAS,BPL,KOTA,Monday,4,None,rain,12.5,65,1.4,18,Medium,Medium,8,0,207,122,Passenger,WAP-7,No,19
12951,Mumbai Rajdhani,WR,LKO,MAS,CNB,Sunday,2,None,clear,12.2,40,4.3,0,Medium,Low,5,14,361,1013,Freight,WDP-4D,Yes,11
12301,Howrah Rajdhani,ER,LKO,SBC,PRYJ,Monday,10,None,Clear,30.0,61,0.5,0,Low,Low,0,4,173,13,Mail,WAP-7,No,0
12301,Howrah Rajdhani,ER,BPL,HWH,CNB,Saturday,11,Holi,Rain,37.1,37,12.6,68,Medium,Low,27,0,688,635,Express,WAG-9,Yes,34
12138,Punjab Mail,CR,MAS,PRYJ,NGP,Friday,10,None,Clear,11.4,79,5.7,0,High,Medium,0,20,1600,818,Passenger,WAG-9,Yes,28
12627,Karnataka Express,SWR,LKO,BPL,SBC,Friday,2,Diwali,Clear,40.2,56,8.7,0,Medium,High,0,4,207,585,Mail,WAG-9,No,22
12301,Howrah Rajdhani,ER,BCT,BPL,NGP,Thursday,11,None,Clear,10.4,23,10.5,0,High,High,15,9,759,1204,Freight,WDP-4D,Yes,34
12138,Punjab Mail,CR,SBC,KOTA,LKO,Saturday,1,None,Rain,43.2,96,6.2,54,Low,High,2,0,206,1413,Passenger,WAG-9,Yes,19
12622,Tamil Nadu Express,SR,NDLS,BPL,NGP,Sunday,10,None,Rain,43.5,76,7.8,105,High,Medium,4,8,1148,1150,Rajdhani,WAP-7,Yes,32
12301,Howrah Rajdhani,ER,NDLS,NGP,KOTA,Tuesday,2,None,Clear,19.3,56,0.8,0,Low,Low,18,13,1098,1486,Freight,WAP-5,Yes,23
12138,Punjab Mail,CR,PRYJ,NDLS,PRYJ,Sunday,5,None,Fog,42.6,83,10.1,0,Medium,High,0,0,186,1625,Mail,WDP-4D,Yes,38
11057,Amritsar Express,CR,BPL,HWH,NGP,Saturday,6,Diwali,Clear,,79,2.0,0,Low,High,2,6,182,114,Mail,WAP-5,No,26
22436,Vande Bharat,NR,AGC,HWH,AGC,Monday,11,None,Fog,24.6,91,5.2,0,Low,Low,15,16,921,673,Vande Bharat,WAP-7,No,63
12951,Mumbai Rajdhani,WR,MAS,NGP,NDLS,Saturday,5,Eid,Clear,12.6,53,9.2,0,High,Medium,0,7,1787,188,Passenger,WDP-4D,No,15
12301,Howrah Rajdhani,ER,NDLS,CNB,HWH,Saturday,7,None,Clear,28.8,64,2.7,0,High,High,1,24,1670,53,Mail,WAP-5,Yes,35
12622,Tamil Nadu Express,SR,AGC,NGP,SBC,Monday,12,None,Rain,9.9,56,12.6,3,Low,Low,10,6,25,426,Mail,WAG-9,Yes,22
22436,Vande Bharat,NR,NDLS,KOTA,LKO,Saturday,8,None,Clear,36.6,43,3.1,0,High,Low,15,14,66,1612,Express,WAP-5,Yes,29
12951,Mumbai Rajdhani,WR,AGC,BCT,HWH,Wednesday,3,Holi,Rain,33.9,69,10.0,40,High,High,0,10,1638,678,Rajdhani,WAG-9,Yes,47
12951,Mumbai Rajdhani,WR,BCT,NGP,BPL,Saturday,4,None,Clear,8.9,23,7.6,0,High,Low,8,3,1751,460,Passenger,WAG-9,No,11
12301,Howrah Rajdhani,ER,MAS,HWH,LKO,Monday,3,None,Rain,23.7,39,3.7,16,Medium,Low,0,7,1123,106,Freight,WAP-5,Yes,13
12951,Mumbai Rajdhani,WR,NGP,BPL,LKO,Saturday,8,None,Rain,24.8,96,10.7,76,High,High,8,9,1190,536,Mail,WDP-4D,No,51
11057,Amritsar Express,CR,NDLS,NGP,NDLS,Saturday,6,Diwali,Clear,44.6,75,9.5,0,Low,High,4,4,1352,432,Rajdhani,WAG-9,No,26
11057,Amritsar Express,CR, CNB ,BPL,NDLS,Wednesday,6,None,Clear,25.2,89,5.7,0,High,Low,0,10,689,789,Mail,WAP-5,No,18
12301,Howrah Rajdhani,ER,BPL,KOTA,CNB,Sunday,5,None,Rain,28.7,82,7.3,117,High,Medium,21,2,1070,1171,Express,WAG-9,No,47
12622,Tamil Nadu Express,SR,MAS,BPL,BCT,Tuesday,7,None,Cloudy,28.6,69,12.3,0,High,Medium,0,21,547,217,Vande Bharat,WDP-4D,No,29
12138,Punjab Mail,CR,BCT,MAS,NGP,Thursday,3,None,Cloudy,33.6,41,3.3,0,High,High,0,24,293,1553,Vande Bharat,WAP-5,Yes,42
22436,Vande Bharat,NR,AGC,LKO,NGP,Thursday,1,None,Clear,22.4,92,3.2,0,High,Low,0,9,563,471,Rajdhani,WAG-9,Yes,9
12301,Howrah Rajdhani,ER,NDLS,CNB,BPL,Saturday,4,None,Clear,12.4,30,0.2,0,Medium,Medium,40,11,914,916,Express,WAG-9,No,43
12622,Tamil Nadu Express,SR,NGP,LKO,HWH,Tuesday,9,Eid,Clear,12.7,43,7.7,0 mm,Low,Medium,2,18,1723,1536,Passenger,WAP-5,No,28
12627,Karnataka Express,SWR, LKO ,BPL,LKO,Friday,4,None,Clear,14.5,94,15.0,0,Low,Low,0,16,834,124,Express,WDP-4D,Yes,16
12001,Shatabdi,NR,MAS,LKO,BPL,Monday,11,Eid,Clear,41.7,67,7.1,0,Low,High,0,22,96,1440,Passenger,WAG-9,Yes,40
12622,Tamil Nadu Express,SR,PRYJ,AGC,PRYJ,Wednesday,4,None,Cloudy,31.8,67,14.4,0,Low,Medium,5,0,670,1143,Express,WAP-7,Yes,5
22436,Vande Bharat,NR,AGC,CNB,MAS,Wednesday,8,None,clear,8.1,56,7.2,0,High,Low,10,0,299,1037,Rajdhani,WDP-4D,No,10
12622,Tamil Nadu Express,SR,MAS,SBC,SBC,Wednesday,5,None,Clear,44.3,63,2.5,0,Medium,Low,0,15,804,374,Rajdhani,WAG-9,Yes,15
12622,Tamil Nadu Express,SR,HWH,KOTA,LKO,Wednesday,11,Holi,Clear,41.7,94,9.5,0,Medium,Low,12,0,1772,1499,Rajdhani,WAG-9,Yes,20
22436,Vande Bharat,NR,KOTA,NDLS,MAS,Tuesday,4,None,Clear,27.5,51,1.2,0,Low,Medium,0,15,1688,1144,Vande Bharat,WAP-5,Yes,7
11057,Amritsar Express,CR,SBC,BPL,KOTA,Saturday,1,Holi,Rain,14.5,35,9.7,38,High,Low,0,19,342,724,Freight,WAG-9,No,47
12301,Howrah Rajdhani,ER,KOTA,BCT,BPL,Saturday,9,None,Clear,32.3,63,11.4,0,Medium,High,29,10,403,313,Rajdhani,WDP-4D,No,41
12627,Karnataka Express,SWR,KOTA,PRYJ,AGC,Monday,2,Holi,Rain,26.7,53,9.2,46,Medium,Low,0,13,1130,1014,Express,WDP-4D,No,30
12951,Mumbai Rajdhani,WR,LKO,AGC,CNB,Tuesday,6,Chhath,Clear,25.8,84,5.3,0,Medium,Medium,0,11,480,1722,Vande Bharat,WDP-4D,No,11
22436,Vande Bharat,NR,BCT,HWH,BPL,Sunday,1,None,Clear,10.7,38,14.3,0,High,High,24,28,704,418,Mail,WAP-5,Yes,62
12001,Shatabdi,NR,KOTA,CNB,MAS,Friday,10,None,Clear,39.8,75,1.1,0,Medium,Low,32,6,821,1071,Passenger,WAG-9,Yes,38
12622,Tamil Nadu Express,SR,MAS,NGP,NGP,Sunday,2,None,clear,33.5,79,6.1,0,Medium,Medium,16,0,1229,1385,Passenger,WAP-7,Yes,16
12301,Howrah Rajdhani,ER,KOTA,MAS,CNB,Saturday,4,None,Fog,17.7,46,3.3,0,Medium,Medium,38,0,1681,495,Passenger,WDP-4D,No,47
11057,Amritsar Express,CR, AGC ,LKO,NGP,Sunday,4,Eid,Rain,20.5,60,1.5,104,Low,High,2,0,395,593,Vande Bharat,WAG-9,No,27
11057,Amritsar Express,CR,LKO,SBC,MAS,Friday,12,None,Rain,,70,1.9,91,Low,High,16,11,77,1792,Passenger,WAP-5,No,55
22436,Vande Bharat,NR,KOTA,CNB,CNB,Friday,7,None,Clear,8.0,45,2.6,0,Low,High,22,4,1453,423,Passenger,WAG-9,No,28
12301,Howrah Rajdhani,ER,BCT,SBC,BPL,Friday,7,None,Clear,21.1,83,2.9,0,Medium,Medium,0,9,320,1762,Vande Bharat,WAG-9,No,1
12301,Howrah Rajdhani,ER,LKO,BPL,BPL,Saturday,3,None,Cloudy,32.5,90,12.9,0,Low,Medium,7,10,1212,1051,Mail,WDP-4D,Yes,9
12627,Karnataka Express,SWR,PRYJ,KOTA,BPL,Monday,8,None,Cloudy,12.4,98,3.6,0,High,High,13,5,385,1023,Vande Bharat,WAP-5,Yes,36
12001,Shatabdi,NR,CNB,NDLS,BCT,Sunday,5,Holi,Fog,35.6,59,6.6,0,Low,High,34,2,120,341,Passenger,WAG-9,Yes,91
12622,Tamil Nadu Express,SR,BCT,KOTA,NDLS,Saturday,2,None,Cloudy,21.2,76,13.3,0,Low,Low,8,6,955,865,Vande Bharat,WAG-9,No,14
12951,Mumbai Rajdhani,WR,KOTA,AGC,LKO,Wednesday,9,None,Clear,43.8,31,8.4,0,Low,Low,29,14,839,295,Mail,WAP-5,Yes,35
12301,Howrah Rajdhani,ER,CNB,HWH,BPL,Sunday,3,None,Fog,,46,6.5,0,Low,High,4,13,162,1669,Express,WDP-4D,No,36
11057,Amritsar Express,CR,MAS,BCT,BCT,Friday,9,None,Cloudy,24.2,21,12.3,0,High,Low,0,11,171,1447,Express,WAG-9,Yes,19
22436,Vande Bharat,NR,PRYJ,NDLS,NDLS,Wednesday,10,None,Clear,39.2,69,8.0,0,Low,High,11,0,1547,1258,Vande Bharat,WDP-4D,No,13
12951,Mumbai Rajdhani,WR, MAS ,CNB,CNB,Friday,3,Holi,Rain,35.0,93,1.3,24,High,Low,5,13,512,763,Vande Bharat,WAP-5,No,36
12951,Mumbai Rajdhani,WR,NDLS,BCT,NGP,Tuesday,4,None,Fog,17.5,,2.4,0,High,Low,9,26,1600,435,Passenger,WAP-5,Yes,51
22436,Vande Bharat,NR,BCT,HWH,HWH,Sunday,10,None,Clear,11.3,88,1.5,0,Medium,Low,19,12,103,477,Mail,WAP-7,No,23
12001,Shatabdi,NR,MAS,NGP,BCT,Friday,9,None,Rain,17.8,32,5.1,49,High,Medium,3,19,605,248,Mail,WDP-4D,No,46
11057,Amritsar Express,CR,PRYJ,BPL,NDLS,Wednesday,7,None,Clear,22.0,57,6.9,0,Medium,High,24,19,415,231,Mail,WAP-5,No,53
11057,Amritsar Express,CR,NDLS,SBC,HWH,Wednesday,4,None,Clear,21.6,43,13.1,0,High,Low,0,0,888,698,Passenger,WAG-9,Yes,8
12001,Shatabdi,NR,LKO,PRYJ,KOTA,Tuesday,9,None,Clear,14.6,88,13.4,0,High,Low,11,9,1176,1638,Rajdhani,WAG-9,Yes,28
12627,Karnataka Express,SWR,HWH,PRYJ,BCT,Sunday,4,None,Rain,40.1,85,11.8,49,Low,High,0,5,1731,1313,Rajdhani,WDP-4D,Yes,20
12001,Shatabdi,NR,NDLS,PRYJ,SBC,Monday,7,None,Clear,24.7,40,4.5,0,Low,High,28,9,1487,19,Freight,WAP-5,No,47
22436,Vande Bharat,NR,CNB,KOTA,NDLS,Friday,3,Holi,Fog,35.5,93,5.9,0,Medium,Low,21,10,418,779,Express,WDP-4D,No,46
12951,Mumbai Rajdhani,WR, BCT ,HWH,HWH,Sunday,3,None,Clear,9.0,39,4.0,0,Low,Low,8,7,375,1707,Rajdhani,WAP-7,No,7
12951,Mumbai Rajdhani,WR,NGP,CNB,LKO,Wednesday,12,None,Rain,31.7,62,2.2,19 mm,High,Medium,6,20,293,525,Vande Bharat,WAP-7,Yes,46
12138,Punjab Mail,CR,NDLS,AGC,AGC,Tuesday,12,None,Rain,26.1,93,13.7,60,Low,Medium,0,12,1640,272,Rajdhani,WAG-9,No,28
12622,Tamil Nadu Express,SR,PRYJ,NGP,SBC,Monday,6,None,Rain,17.2,93,2.1,102,High,Medium,33,5,771,864,Rajdhani,WDP-4D,Yes,56
11057,Amritsar Express,CR,BCT,LKO,AGC,Sunday,11,Chhath,Clear,37.0,54,9.3,0,Medium,Medium,0,0,1305,1114,Express,WAP-7,No,8
12301,Howrah Rajdhani,ER,BCT,NDLS,HWH,Monday,3,None,Clear,35.8,35,8.6,0,Low,Low,23,8,1443,1675,Passenger,WAP-5,No,23
12627,Karnataka Express,SWR,CNB,AGC,HWH,Thursday,5,None,Clear,26.0,73,8.2,0,High,Low,11,0,150,133,Freight,WAP-5,Yes,19
12001,Shatabdi,NR,NDLS,SBC,SBC,Wednesday,5,Eid,Clear,41.7,67,6.0,0,Low,High,16,6,527,1117,Freight,WAG-9,No,40
11057,Amritsar Express,CR,AGC,BCT,BPL,Tuesday,5,None,Clear,20.3,70,10.2,0,High,High,0,6,1038,500,Rajdhani,WDP-4D,Yes,24
12622,Tamil Nadu Express,SR,CNB,PRYJ,SBC,Tuesday,9,Diwali,Rain,29.5,,7.0,75,Low,High,5,7,982,1384,Mail,WAP-5,No,41
12622,Tamil Nadu Express,SR,NGP,HWH,KOTA,Tuesday,4,None,Clear,35.3,46,14.3,0,Low,Medium,0,17,830,730,Rajdhani,WDP-4D,No,17
12138,Punjab Mail,CR,NGP,MAS,AGC,Wednesday,5,Diwali,Rain,20.0,94,2.3,50,Low,Low,6,11,1134,1755,Passenger,WAG-9,No,40
12138,Punjab Mail,CR,BCT,MAS,LKO,Wednesday,6,None,Clear,29.2,73,4.8,0,High,Medium,25,21,1480,866,Vande Bharat,WAP-7,Yes,54
11057,Amritsar Express,CR,CNB,SBC,CNB,Friday,5,Holi,Clear,11.3,25,1.5,0,Medium,Low,10,17,1190,878,Freight,WDP-4D,Yes,35
12001,Shatabdi,NR,BPL,HWH,SBC,Wednesday,2,None,Rain,34.3,91,14.7,37,High,Medium,10,2,73,1564,Passenger,WAP-5,No,36
12001,Shatabdi,NR,HWH,MAS,BPL,Tuesday,5,None,Clear,34.4,,10.5,0,High,Medium,6,21,991,1081,Mail,WDP-4D,Yes,35
12138,Punjab Mail,CR,SBC,PRYJ,BCT,Saturday,2,None,Clear,30.6,35,7.1,0,Low,Low,0,0,850,1740,Express,WAP-7,Yes,0
12627,Karnataka Express,SWR,NGP,PRYJ,CNB,Sunday,1,None,Fog,38.5,37,0.9,0,High,Low,5,3,653,610,Vande Bharat,WAP-7,No,32
12627,Karnataka Express,SWR,MAS,PRYJ,AGC,Sunday,7,None,Rain,39.9,54,0.9,34,Low,High,17,10,446,807,Mail,WDP-4D,No,47
12001,Shatabdi,NR,BPL,LKO,AGC,Thursday,3,None,Fog,16.6,22,3.1,0,Low,High,5,9,30,270,Mail,WAG-9,No,62
12627,Karnataka Express,SWR,MAS,SBC,CNB,Thursday,8,None,Cloudy,19.5,94,6.7,0,Low,High,11,5,795,1574,Mail,WAP-7,Yes,26
11057,Amritsar Express,CR,SBC,NDLS,LKO,Saturday,9,None,Clear,34.5,61,0.7,0,Low,Low,22,7,957,569,Vande Bharat,WAP-5,No,29
12138,Punjab Mail,CR,NDLS,CNB,SBC,Tuesday,4,None,Clear,33.8,43,12.9,0,Medium,High,13,13,1674,1187,Express,WAP-5,No,36
11057,Amritsar Express,CR,SBC,BCT,LKO,Thursday,4,None,Cloudy,26.1,25,0.9,0,Low,Low,0,0,1708,385,Passenger,WAG-9,Yes,0
12001,Shatabdi,NR,SBC,CNB,BCT,Sunday,4,None,Clear,36.3,32,10.3,0,Medium,Medium,19,18,1146,905,Vande Bharat,WAP-5,No,37
12301,Howrah Rajdhani,ER,PRYJ,MAS,MAS,Sunday,2,None,Fog,36.1,26,14.2,0,High,Low,10,15,1240,558,Express,WDP-4D,Yes,55
12301,Howrah Rajdhani,ER,CNB,LKO,HWH,Saturday,11,Chhath,Clear,16.4,95,4.1,0,Low,Low,19,0,303,258,Vande Bharat,WAP-5,No,19
12951,Mumbai Rajdhani,WR,BPL,CNB,SBC,Monday,3,Holi,Cloudy,,58,5.8,0,Medium,Medium,5,9,418,1138,Rajdhani,WAP-5,No,14
22436,Vande Bharat,NR,BPL,PRYJ,KOTA,Saturday,3,None,Fog,40.8,69,7.4,0,Low,Medium,7,17,185,579,Express,WAG-9,No,38
11057,Amritsar Express,CR,AGC,SBC,AGC,Wednesday,6,None,Storm,35.1,60,14.1,0,Low,Medium,15,19,249,356,Vande Bharat,WDP-4D,Yes,34
12622,Tamil Nadu Express,SR,NGP,PRYJ,BPL,Friday,7,None,Fog,12.8,33,10.8,0,Low,Medium,10,0,537,1647,Freight,WAG-9,No,41
12951,Mumbai Rajdhani,WR,PRYJ,LKO,AGC,Wednesday,4,None,Clear,20.1,28,6.3,0,High,Low,31,23,108,1788,Rajdhani,WAG-9,Yes,54
12001,Shatabdi,NR,SBC,BCT,CNB,Monday,8,None,Rain,9.1,21,6.4,89,High,Medium,28,10,1484,100,Passenger,WAP-5,Yes,64
22436,Vande Bharat,NR,BCT,KOTA,AGC,Sunday,4,None,Rain,14.9,78,5.9,22,Medium,High,13,8,256,1524,Express,WAP-5,No,30
12951,Mumbai Rajdhani,WR,SBC,AGC,MAS,Sunday,8,None,Clear,25.0,89,9.0,0,Medium,High,13,15,1140,1795,Passenger,WAG-9,Yes,30
12301,Howrah Rajdhani,ER,LKO,NGP,AGC,Saturday,8,None,Clear,21.1,50,11.5,0,Low,Low,6,8,1649,669,Rajdhani,WAG-9,No,6
12622,Tamil Nadu Express,SR,MAS,LKO,AGC,Friday,5,None,Clear,13.9,49,9.8,0,High,High,8,18,293,1233,Vande Bharat,WDP-4D,Yes,44
12001,Shatabdi,NR,NGP,KOTA,PRYJ,Monday,6,None,Clear,36.2,28,15.0,0,Medium,Medium,8,7,1129,576,Vande Bharat,WAG-9,No,15
12301,Howrah Rajdhani,ER,SBC,NDLS,BCT,Monday,12,None,Clear,11.7,45,12.8,0,High,High,29,8,354,1083,Mail,WAP-7,Yes,47
12622,Tamil Nadu Express,SR,PRYJ,BCT,BCT,Thursday,1,None,Clear,12.2,92,13.4,0,High,Low,21,0,1727,579,Mail,WAP-5,Yes,29
12622,Tamil Nadu Express,SR,HWH,BCT,LKO,Wednesday,8,None,Clear,27.0,64,3.1,0,Low,Low,1,8,157,711,Express,WAP-7,Yes,9
12001,Shatabdi,NR,PRYJ,HWH,SBC,Monday,11,Holi,Cloudy,14.5,76,5.2,0,Low,High,7,17,1159,709,Passenger,WAP-7,No,42
12622,Tamil Nadu Express,SR,KOTA,SBC,CNB,Thursday,7,None,Clear,39.8,66,13.9,0,Medium,Low,23,3,208,1783,Vande Bharat,WAP-7,Yes,26
12001,Shatabdi,NR,HWH,CNB,BPL,Tuesday,7,None,Cloudy,22.0,71,7.5,0,High,Medium,8,9,1759,799,Express,WAG-9,No,25
12138,Punjab Mail,CR,NDLS,AGC,HWH,Saturday,4,Diwali,Fog,43.8,56,0.7,0,Low,Low,42,0,54,884,Express,WAG-9,Yes,78
12951,Mumbai Rajdhani,WR,PRYJ,AGC,AGC,Monday,1,None,Rain,32.1,48,1.4,108,High,Medium,0,18,731,335,Passenger,WDP-4D,No,36
12001,Shatabdi,NR,PRYJ,SBC,PRYJ,Tuesday,7,None,Clear,17.6,50,13.1,0,Medium,Medium,15,0,1006,1785,Passenger,WDP-4D,No,15
12627,Karnataka Express,SWR,PRYJ,HWH,SBC,Wednesday,1,None,Fog,18.8,78,7.5,0,High,High,8,16,1045,1127,Mail,WAP-5,No,57
12622,Tamil Nadu Express,SR,LKO,HWH,LKO,Monday,1,None,Cloudy,38.4,75,2.1,0,Medium,High,37,0,336,290,Passenger,WDP-4D,Yes,47
12301,Howrah Rajdhani,ER,NDLS,CNB,BCT,Tuesday,9,None,Clear,35.1,82,12.4,0,Low,Low,1,4,1186,1220,Passenger,WAP-7,Yes,0
12627,Karnataka Express,SWR,PRYJ,SBC,AGC,Saturday,8,None,Fog,16.7,49,14.5,0,Low,Medium,5,3,1698,820,Freight,WAP-5,No,36
22436,Vande Bharat,NR,BPL,MAS,MAS,Monday,3,None,Clear,9.0,78,4.4,0,Medium,Low,34,9,1287,538,Vande Bharat,WDP-4D,Yes,35
22436,Vande Bharat,NR,BPL,AGC,SBC,Wednesday,12,None,Clear,10.8,21,8.8,0,High,High,12,5,218,680,Rajdhani,WAP-7,Yes,27
12951,Mumbai Rajdhani,WR,MAS,HWH,BCT,Thursday,6,Chhath,Clear,44.3,52,5.3,0,High,High,17,6,69,364,Mail,WAP-7,No,41
11057,Amritsar Express,CR,HWH,PRYJ,CNB,Saturday,3,None,Rain,14.0,58,10.8,67,Medium,Medium,0,8,1088,1217,Vande Bharat,WAP-7,No,18
12138,Punjab Mail,CR,KOTA,BCT,MAS,Tuesday,12,None,Clear,27.3,81,0.4,0,Low,High,17,17,994,185,Vande Bharat,WAP-7,Yes,44
11057,Amritsar Express,CR,SBC,MAS,BPL,Thursday,3,None,Cloudy,41.5,86,3.7,0,Low,High,24,14,465,1131,Express,WAG-9,No,48
11057,Amritsar Express,CR,AGC,PRYJ,BPL,Thursday,9,None,Clear,35.1,69,2.1,0,Low,High,15,0,1012,707,Rajdhani,WDP-4D,Yes,25
22436,Vande Bharat,NR,SBC,NGP,HWH,Tuesday,11,Chhath,Cloudy,39.1,44,12.5,0,High,Medium,0,7,1232,364,Passenger,WAP-7,No,-1
12138,Punjab Mail,CR,SBC,CNB,NDLS,Sunday,7,Eid,Clear,43.5,75,10.5,0,High,Low,2,0,1785,343,Rajdhani,WDP-4D,No,18
